,id,model,src,candidate,reference,coherence,consistency,fluency,relevance,exp_bart_score_cnn_src_hypo,delta_coherence,delta_consistency,delta_fluency,delta_relevance
336,dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,M1,"Relegation-threatened Romanian club Ceahlaul Piatra Neamt have sacked Brazilian coach Ze Maria for the second time in a week . Former Brazil defender Ze Maria was fired on Wednesday after a poor run , only to be reinstated the next day after flamboyant owner Angelo Massone decided to 'give the coaching staff another chance . ' But the 41-year-old former Inter Milan and Parma right back , capped 25 times by Brazil , angered Massone again after Ceahlaul were beaten 2-0 by mid-table FC Botosani on Saturday . Ze Maria represented Brazil on 25 occasions during an international career spanning five years The result left Ceahlaul 16th in the standings , six points adrift of safety . Ze Maria replaced Florin Marin in January to become Ceahlaul 's third coach this season . He will be replaced by Serbian Vanya Radinovic .","Relegation-threatened romanian club ceahlaul piatra neamt have sacked brazilian coach ze maria for the second time in a week . Former brazil defender ze maria was fired on wednesday after a poor run , only to be reinstated the next day after flamboyant owner angelo massone decided to ` give the coaching staff another chance . ' But the 41-year-old former inter milan and parma right back , capped 25 times by brazil , angered massone again after ceahlaul were beaten 2-0 by mid-table fc botosani on saturday .",Romanian club Ceahlaul Piatra Neamt sacked Ze Maria on Wednesday . But the former Brazil international was reinstated the next day . He was then sacked again following a defeat on Saturday .,0.8333333333333333,1.0,0.9166666666666667,0.75,0.13693621857840985,0.6963971147549234,0.8630637814215901,0.7797304480882569,0.6130637814215901
338,dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,M13,"Relegation-threatened Romanian club Ceahlaul Piatra Neamt have sacked Brazilian coach Ze Maria for the second time in a week . Former Brazil defender Ze Maria was fired on Wednesday after a poor run , only to be reinstated the next day after flamboyant owner Angelo Massone decided to 'give the coaching staff another chance . ' But the 41-year-old former Inter Milan and Parma right back , capped 25 times by Brazil , angered Massone again after Ceahlaul were beaten 2-0 by mid-table FC Botosani on Saturday . Ze Maria represented Brazil on 25 occasions during an international career spanning five years The result left Ceahlaul 16th in the standings , six points adrift of safety . Ze Maria replaced Florin Marin in January to become Ceahlaul 's third coach this season . He will be replaced by Serbian Vanya Radinovic .","Ze relegation-threatened romanian club ceahlaul piatra have sacked brazilian coach ze maria for the second time in a week . Former brazil defender ze maria was fired on wednesday after a poor run , only to be reinstated the next day . Flamboyant owner angelo massone decided to ` give the coaching staff another chance ' .",Romanian club Ceahlaul Piatra Neamt sacked Ze Maria on Wednesday . But the former Brazil international was reinstated the next day . He was then sacked again following a defeat on Saturday .,0.8333333333333333,1.0,1.0,0.75,0.07839983811924409,0.7549334952140891,0.9216001618807559,0.9216001618807559,0.6716001618807559
339,dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,M14,"Relegation-threatened Romanian club Ceahlaul Piatra Neamt have sacked Brazilian coach Ze Maria for the second time in a week . Former Brazil defender Ze Maria was fired on Wednesday after a poor run , only to be reinstated the next day after flamboyant owner Angelo Massone decided to 'give the coaching staff another chance . ' But the 41-year-old former Inter Milan and Parma right back , capped 25 times by Brazil , angered Massone again after Ceahlaul were beaten 2-0 by mid-table FC Botosani on Saturday . Ze Maria represented Brazil on 25 occasions during an international career spanning five years The result left Ceahlaul 16th in the standings , six points adrift of safety . Ze Maria replaced Florin Marin in January to become Ceahlaul 's third coach this season . He will be replaced by Serbian Vanya Radinovic .",Ze maria was fired on wednesday after a poor run . Former brazil defender ze maria replaced florin marin in january to become ceahlaul 's third coach this season .,Romanian club Ceahlaul Piatra Neamt sacked Ze Maria on Wednesday . But the former Brazil international was reinstated the next day . He was then sacked again following a defeat on Saturday .,0.8333333333333333,0.8333333333333333,1.0,0.5833333333333334,0.028407011021040304,0.804926322312293,0.804926322312293,0.9715929889789597,0.5549263223122931
340,dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,M15,"Relegation-threatened Romanian club Ceahlaul Piatra Neamt have sacked Brazilian coach Ze Maria for the second time in a week . Former Brazil defender Ze Maria was fired on Wednesday after a poor run , only to be reinstated the next day after flamboyant owner Angelo Massone decided to 'give the coaching staff another chance . ' But the 41-year-old former Inter Milan and Parma right back , capped 25 times by Brazil , angered Massone again after Ceahlaul were beaten 2-0 by mid-table FC Botosani on Saturday . Ze Maria represented Brazil on 25 occasions during an international career spanning five years The result left Ceahlaul 16th in the standings , six points adrift of safety . Ze Maria replaced Florin Marin in January to become Ceahlaul 's third coach this season . He will be replaced by Serbian Vanya Radinovic .",Ceahlaul maria represented brazil on 25 occasions during an international career spanning five years . Ze maria replaced florin marin in january to become ceahlaul 's third coach this season . Ze maria replaced florin marin in january to become ceahlaul 's third coach this season .,Romanian club Ceahlaul Piatra Neamt sacked Ze Maria on Wednesday . But the former Brazil international was reinstated the next day . He was then sacked again following a defeat on Saturday .,0.16666666666666669,1.0,1.0,0.16666666666666669,0.09891925574694724,0.06774741091971945,0.9010807442530527,0.9010807442530527,0.06774741091971945
341,dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,M12,"Relegation-threatened Romanian club Ceahlaul Piatra Neamt have sacked Brazilian coach Ze Maria for the second time in a week . Former Brazil defender Ze Maria was fired on Wednesday after a poor run , only to be reinstated the next day after flamboyant owner Angelo Massone decided to 'give the coaching staff another chance . ' But the 41-year-old former Inter Milan and Parma right back , capped 25 times by Brazil , angered Massone again after Ceahlaul were beaten 2-0 by mid-table FC Botosani on Saturday . Ze Maria represented Brazil on 25 occasions during an international career spanning five years The result left Ceahlaul 16th in the standings , six points adrift of safety . Ze Maria replaced Florin Marin in January to become Ceahlaul 's third coach this season . He will be replaced by Serbian Vanya Radinovic .","Romanian club ceahlaul piatra neamt sacked brazilian coach ze maria for the second time in a week . Former brazil defender ze maria was fired on wednesday after a poor run , only to be reinstated the next day after flamboyant owner angelo massone decided to ` give the coaching staff another chance '",Romanian club Ceahlaul Piatra Neamt sacked Ze Maria on Wednesday . But the former Brazil international was reinstated the next day . He was then sacked again following a defeat on Saturday .,0.25,1.0,0.9166666666666667,0.6666666666666666,0.12365920026441732,0.12634079973558268,0.8763407997355827,0.7930074664022494,0.5430074664022493
342,dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,M5,"Relegation-threatened Romanian club Ceahlaul Piatra Neamt have sacked Brazilian coach Ze Maria for the second time in a week . Former Brazil defender Ze Maria was fired on Wednesday after a poor run , only to be reinstated the next day after flamboyant owner Angelo Massone decided to 'give the coaching staff another chance . ' But the 41-year-old former Inter Milan and Parma right back , capped 25 times by Brazil , angered Massone again after Ceahlaul were beaten 2-0 by mid-table FC Botosani on Saturday . Ze Maria represented Brazil on 25 occasions during an international career spanning five years The result left Ceahlaul 16th in the standings , six points adrift of safety . Ze Maria replaced Florin Marin in January to become Ceahlaul 's third coach this season . He will be replaced by Serbian Vanya Radinovic .","Relegation - threatened romanian club ceahlaul piatra neamt have sacked brazilian coach ze maria for the second time in a week . Former brazil defender ze maria was fired on wednesday after a poor run , only to be reinstated the next day after flamboyant owner angelo massone decided to ' give the coaching staff another chance . ' But the 41 - year - old former inter milan and parma right back , capped 25 times by brazil , angered massone again after ceahlaul were beaten 2 - 0 by mid-table fc botosani on saturday .",Romanian club Ceahlaul Piatra Neamt sacked Ze Maria on Wednesday . But the former Brazil international was reinstated the next day . He was then sacked again following a defeat on Saturday .,0.9166666666666667,1.0,0.9166666666666667,0.8333333333333333,0.09263985264382446,0.8240268140228423,0.9073601473561755,0.8240268140228423,0.7406934806895088
343,dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,M17,"Relegation-threatened Romanian club Ceahlaul Piatra Neamt have sacked Brazilian coach Ze Maria for the second time in a week . Former Brazil defender Ze Maria was fired on Wednesday after a poor run , only to be reinstated the next day after flamboyant owner Angelo Massone decided to 'give the coaching staff another chance . ' But the 41-year-old former Inter Milan and Parma right back , capped 25 times by Brazil , angered Massone again after Ceahlaul were beaten 2-0 by mid-table FC Botosani on Saturday . Ze Maria represented Brazil on 25 occasions during an international career spanning five years The result left Ceahlaul 16th in the standings , six points adrift of safety . Ze Maria replaced Florin Marin in January to become Ceahlaul 's third coach this season . He will be replaced by Serbian Vanya Radinovic .","Ceahlaul piatra neamt have sacked brazilian coach ze maria for the second time in a week . Ze maria was fired on wednesday after a poor run , only to be reinstated the next day . The 41-year-old angered owner angelo massone again after ceahlaul were beaten 2-0 by mid-table fc botosani on saturday .",Romanian club Ceahlaul Piatra Neamt sacked Ze Maria on Wednesday . But the former Brazil international was reinstated the next day . He was then sacked again following a defeat on Saturday .,1.0,1.0,1.0,1.0,0.16824819609715813,0.8317518039028419,0.8317518039028419,0.8317518039028419,0.8317518039028419
344,dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,M20,"Relegation-threatened Romanian club Ceahlaul Piatra Neamt have sacked Brazilian coach Ze Maria for the second time in a week . Former Brazil defender Ze Maria was fired on Wednesday after a poor run , only to be reinstated the next day after flamboyant owner Angelo Massone decided to 'give the coaching staff another chance . ' But the 41-year-old former Inter Milan and Parma right back , capped 25 times by Brazil , angered Massone again after Ceahlaul were beaten 2-0 by mid-table FC Botosani on Saturday . Ze Maria represented Brazil on 25 occasions during an international career spanning five years The result left Ceahlaul 16th in the standings , six points adrift of safety . Ze Maria replaced Florin Marin in January to become Ceahlaul 's third coach this season . He will be replaced by Serbian Vanya Radinovic .","Ze Maria was sacked for the second time in a week . The club are currently in the relegation zone and are currently without a win in 12 games . The club 's new owner , Massone , made the appointment after a failed attempt to buy the club from former owner Antonio Caicedo in January .",Romanian club Ceahlaul Piatra Neamt sacked Ze Maria on Wednesday . But the former Brazil international was reinstated the next day . He was then sacked again following a defeat on Saturday .,0.75,0.16666666666666669,1.0,0.5833333333333334,0.08999059047898178,0.6600094095210183,0.0766760761876849,0.9100094095210183,0.4933427428543516
345,dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,M23,"Relegation-threatened Romanian club Ceahlaul Piatra Neamt have sacked Brazilian coach Ze Maria for the second time in a week . Former Brazil defender Ze Maria was fired on Wednesday after a poor run , only to be reinstated the next day after flamboyant owner Angelo Massone decided to 'give the coaching staff another chance . ' But the 41-year-old former Inter Milan and Parma right back , capped 25 times by Brazil , angered Massone again after Ceahlaul were beaten 2-0 by mid-table FC Botosani on Saturday . Ze Maria represented Brazil on 25 occasions during an international career spanning five years The result left Ceahlaul 16th in the standings , six points adrift of safety . Ze Maria replaced Florin Marin in January to become Ceahlaul 's third coach this season . He will be replaced by Serbian Vanya Radinovic .",Former brazil defender ze maria was fired on wednesday after a poor run . The 41-year-old was reinstated the next day after flamboyant owner angelo massone decided to 'give the coaching staff another chance ' but the 41-year-old angered massone again after ceahlaul were beaten 2-0 by mid-table fc botosani on saturday .,Romanian club Ceahlaul Piatra Neamt sacked Ze Maria on Wednesday . But the former Brazil international was reinstated the next day . He was then sacked again following a defeat on Saturday .,0.8333333333333333,1.0,1.0,0.75,0.1328255219372526,0.7005078113960806,0.8671744780627474,0.8671744780627474,0.6171744780627474
346,dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,M2,"Relegation-threatened Romanian club Ceahlaul Piatra Neamt have sacked Brazilian coach Ze Maria for the second time in a week . Former Brazil defender Ze Maria was fired on Wednesday after a poor run , only to be reinstated the next day after flamboyant owner Angelo Massone decided to 'give the coaching staff another chance . ' But the 41-year-old former Inter Milan and Parma right back , capped 25 times by Brazil , angered Massone again after Ceahlaul were beaten 2-0 by mid-table FC Botosani on Saturday . Ze Maria represented Brazil on 25 occasions during an international career spanning five years The result left Ceahlaul 16th in the standings , six points adrift of safety . Ze Maria replaced Florin Marin in January to become Ceahlaul 's third coach this season . He will be replaced by Serbian Vanya Radinovic .","Relegation-threatened romanian club ceahlaul piatra neamt have sacked brazilian coach ze maria for the second time in a week . Former brazil defender ze maria was fired on wednesday after a poor run , only to be reinstated the next day after flamboyant owner angelo massone decided to ` give the coaching staff another chance . He will be replaced by serbian vanya radinovic .",Romanian club Ceahlaul Piatra Neamt sacked Ze Maria on Wednesday . But the former Brazil international was reinstated the next day . He was then sacked again following a defeat on Saturday .,0.6666666666666666,1.0,1.0,0.8333333333333333,0.14711836626795594,0.5195483003987107,0.8528816337320441,0.8528816337320441,0.6862149670653773
348,dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,M8,"Relegation-threatened Romanian club Ceahlaul Piatra Neamt have sacked Brazilian coach Ze Maria for the second time in a week . Former Brazil defender Ze Maria was fired on Wednesday after a poor run , only to be reinstated the next day after flamboyant owner Angelo Massone decided to 'give the coaching staff another chance . ' But the 41-year-old former Inter Milan and Parma right back , capped 25 times by Brazil , angered Massone again after Ceahlaul were beaten 2-0 by mid-table FC Botosani on Saturday . Ze Maria represented Brazil on 25 occasions during an international career spanning five years The result left Ceahlaul 16th in the standings , six points adrift of safety . Ze Maria replaced Florin Marin in January to become Ceahlaul 's third coach this season . He will be replaced by Serbian Vanya Radinovic .","Romanian coach ze maria was fired on wednesday after a poor run , only to be reinstated the next day . Former inter defender ze maria replaced florin marin in january to become ceahlaul 's third coach this season . He will be replaced by serbian vanya radinovic .",Romanian club Ceahlaul Piatra Neamt sacked Ze Maria on Wednesday . But the former Brazil international was reinstated the next day . He was then sacked again following a defeat on Saturday .,0.6666666666666666,0.9166666666666667,1.0,0.6666666666666666,0.06551431331336008,0.6011523533533065,0.8511523533533066,0.9344856866866399,0.6011523533533065
349,dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,M10,"Relegation-threatened Romanian club Ceahlaul Piatra Neamt have sacked Brazilian coach Ze Maria for the second time in a week . Former Brazil defender Ze Maria was fired on Wednesday after a poor run , only to be reinstated the next day after flamboyant owner Angelo Massone decided to 'give the coaching staff another chance . ' But the 41-year-old former Inter Milan and Parma right back , capped 25 times by Brazil , angered Massone again after Ceahlaul were beaten 2-0 by mid-table FC Botosani on Saturday . Ze Maria represented Brazil on 25 occasions during an international career spanning five years The result left Ceahlaul 16th in the standings , six points adrift of safety . Ze Maria replaced Florin Marin in January to become Ceahlaul 's third coach this season . He will be replaced by Serbian Vanya Radinovic .",Ze maria represented brazil on 25 occasions during international career . Ze maria replaced florin marin in january to become third coach . Brazilian coach ze maria fired on wednesday after poor run .,Romanian club Ceahlaul Piatra Neamt sacked Ze Maria on Wednesday . But the former Brazil international was reinstated the next day . He was then sacked again following a defeat on Saturday .,0.16666666666666669,1.0,0.9166666666666667,0.5,0.04988972434572881,0.11677694232093788,0.9501102756542712,0.8667769423209379,0.4501102756542712
350,dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,M9,"Relegation-threatened Romanian club Ceahlaul Piatra Neamt have sacked Brazilian coach Ze Maria for the second time in a week . Former Brazil defender Ze Maria was fired on Wednesday after a poor run , only to be reinstated the next day after flamboyant owner Angelo Massone decided to 'give the coaching staff another chance . ' But the 41-year-old former Inter Milan and Parma right back , capped 25 times by Brazil , angered Massone again after Ceahlaul were beaten 2-0 by mid-table FC Botosani on Saturday . Ze Maria represented Brazil on 25 occasions during an international career spanning five years The result left Ceahlaul 16th in the standings , six points adrift of safety . Ze Maria replaced Florin Marin in January to become Ceahlaul 's third coach this season . He will be replaced by Serbian Vanya Radinovic .","Relegation-threatened piatra have sacked brazilian coach ze maria for the second time . Former brazil defender was fired on wednesday after a poor run . Maria represented brazil on 25 occasions during an international career . Ceahlaul 16th in the standings , six points adrift of safety .",Romanian club Ceahlaul Piatra Neamt sacked Ze Maria on Wednesday . But the former Brazil international was reinstated the next day . He was then sacked again following a defeat on Saturday .,0.25,1.0,0.9166666666666667,0.75,0.13010291978585017,0.11989708021414983,0.8698970802141498,0.7865637468808165,0.6198970802141498
351,dm-test-130ff8f2dfb6ab67861d5924b0ff5acd63c7d8ce,M0,"Relegation-threatened Romanian club Ceahlaul Piatra Neamt have sacked Brazilian coach Ze Maria for the second time in a week . Former Brazil defender Ze Maria was fired on Wednesday after a poor run , only to be reinstated the next day after flamboyant owner Angelo Massone decided to 'give the coaching staff another chance . ' But the 41-year-old former Inter Milan and Parma right back , capped 25 times by Brazil , angered Massone again after Ceahlaul were beaten 2-0 by mid-table FC Botosani on Saturday . Ze Maria represented Brazil on 25 occasions during an international career spanning five years The result left Ceahlaul 16th in the standings , six points adrift of safety . Ze Maria replaced Florin Marin in January to become Ceahlaul 's third coach this season . He will be replaced by Serbian Vanya Radinovic .","Relegation-threatened romanian club ceahlaul piatra neamt have sacked brazilian coach ze maria for the second time in a week . Former brazil defender ze maria was fired on wednesday after a poor run , only to be reinstated the next day after flamboyant owner angelo massone decided to ` give the coaching staff another chance . ' But the 41-year-old former inter milan and parma right back , capped 25 times by brazil , angered massone again after ceahlaul were beaten 2-0 by mid-table fc botosani on saturday .",Romanian club Ceahlaul Piatra Neamt sacked Ze Maria on Wednesday . But the former Brazil international was reinstated the next day . He was then sacked again following a defeat on Saturday .,1.0,1.0,1.0,0.75,0.13693621857840985,0.8630637814215901,0.8630637814215901,0.8630637814215901,0.6130637814215901
360,dm-test-14c813567696f4e63a39993c09d4edb454036179,M20,"An Oregon couple announced they are expecting a child in a rap video they made set to the theme from '90s television sitcom 'The Fresh Prince of Bel-Air . ' The clip , which features Jesse and Melissa Meek rapping as they drive in a car , has been viewed over 1.7 million times on YouTube . 'In Happy Valley , Oregon , livin ' it wed , bought our first house and started to build our homestead , ' Melissa says in the clip . Parents : Jesse and Melissa Meek announced they are expecting a child in a video set to the theme song from '90s television sitcom 'The Fresh Prince of Bel-Air ' The original song for the popular NBC sitcom , sung by star Will Smith , details how his character grew up in West Philadelphia , where he got into a neighborhood fight - and at his mother 's insistence , moved to his aunt and uncle 's home in their wealthy Los Angeles neighborhood . In the Meeks ' parody video , Melissa raps , 'When our family and friends , who were up to no good , started asking questions about parenthood . 'We told one little lie , said `` It 's not time yet . '' Parents said `` We 're ready for grandkids , get a move on it ! '' ' Jesse raps that the couple thought it would take longer than the two months the pair spent trying to conceive . Melissa says in the video ' I woke up in the morning about 7 or 8 and I thought to myself , `` Oh man , I 'm late ! '' Looked at the test and it was finally there . The little plus sign . We 're now three . Not a pair . ' At the end of the video , the Meeks smile and share a sonogram of their unborn child . It took five takes to film the clip , the couple told KPTV . After finding out the gender of the child , another video is a possibility for the Meeks , the couple told the Fox affiliate . Original : Will Smith is seen here rapping the theme for 'The Fresh Prince of Bel-Air ' during the show 's title sequence Big reveal : At the end of the clip , the Meeks share a sonogram of their unborn child According to KPTV , the video was made so loved ones living far away could know about the baby . Melissa told the Fox affliate of the video 's success 'It was completely unexpected . Like , that was the last thing we thought would happen , that it would blow up to what it had , or what it has . ' Jesse told the Oregonian 'It has been a lot of fun , but definitely way more than we ever expected . ' He is the great-great-grandson of Oregon pioneer Joseph Lafayette Meek , the newspaper reported . The Oregonian reported that Melissa earlier made a video which captured Jesse 's reaction when he found out about the pregnancy . Jesse learned the news after reading a tag Melissa placed on their dog , which indicated a baby was on the way . A Phoenixville , Pennsylvania , couple made a pregnancy announcement video using 'The Fresh Prince of Bel-Air ' theme song last year and recreated the show 's title sequence , People reported .","The Meeks are expecting a baby boy , and are using the clip to announce their pregnancy to the world . The Meeks have been together for over a decade . They have three children together - a son and two daughters .","Jesse and Melissa Meek revealed they 're expecting a child in a rap video they made set to theme from 'The Fresh Prince of Bel-Air . ' The clip , which features Jesse and Melissa Meek rapping as they drive in a car , has been viewed over 1.7 million times on YouTube . It took five takes to film the Happy Valley , Oregon , couple 's video .",1.0,0.08333333333333331,1.0,0.75,0.10671696226375096,0.8932830377362491,-0.02338362893041765,0.8932830377362491,0.6432830377362491
365,dm-test-14c813567696f4e63a39993c09d4edb454036179,M10,"An Oregon couple announced they are expecting a child in a rap video they made set to the theme from '90s television sitcom 'The Fresh Prince of Bel-Air . ' The clip , which features Jesse and Melissa Meek rapping as they drive in a car , has been viewed over 1.7 million times on YouTube . 'In Happy Valley , Oregon , livin ' it wed , bought our first house and started to build our homestead , ' Melissa says in the clip . Parents : Jesse and Melissa Meek announced they are expecting a child in a video set to the theme song from '90s television sitcom 'The Fresh Prince of Bel-Air ' The original song for the popular NBC sitcom , sung by star Will Smith , details how his character grew up in West Philadelphia , where he got into a neighborhood fight - and at his mother 's insistence , moved to his aunt and uncle 's home in their wealthy Los Angeles neighborhood . In the Meeks ' parody video , Melissa raps , 'When our family and friends , who were up to no good , started asking questions about parenthood . 'We told one little lie , said `` It 's not time yet . '' Parents said `` We 're ready for grandkids , get a move on it ! '' ' Jesse raps that the couple thought it would take longer than the two months the pair spent trying to conceive . Melissa says in the video ' I woke up in the morning about 7 or 8 and I thought to myself , `` Oh man , I 'm late ! '' Looked at the test and it was finally there . The little plus sign . We 're now three . Not a pair . ' At the end of the video , the Meeks smile and share a sonogram of their unborn child . It took five takes to film the clip , the couple told KPTV . After finding out the gender of the child , another video is a possibility for the Meeks , the couple told the Fox affiliate . Original : Will Smith is seen here rapping the theme for 'The Fresh Prince of Bel-Air ' during the show 's title sequence Big reveal : At the end of the clip , the Meeks share a sonogram of their unborn child According to KPTV , the video was made so loved ones living far away could know about the baby . Melissa told the Fox affliate of the video 's success 'It was completely unexpected . Like , that was the last thing we thought would happen , that it would blow up to what it had , or what it has . ' Jesse told the Oregonian 'It has been a lot of fun , but definitely way more than we ever expected . ' He is the great-great-grandson of Oregon pioneer Joseph Lafayette Meek , the newspaper reported . The Oregonian reported that Melissa earlier made a video which captured Jesse 's reaction when he found out about the pregnancy . Jesse learned the news after reading a tag Melissa placed on their dog , which indicated a baby was on the way . A Phoenixville , Pennsylvania , couple made a pregnancy announcement video using 'The Fresh Prince of Bel-Air ' theme song last year and recreated the show 's title sequence , People reported .","Jesse and melissa meek announced they are expecting a child in a video set to the theme song from '90s television sitcom ` the fresh prince of bel-air ' ` in happy valley , oregon , livin ' it wed , bought our first house and started to build our homestead , ' melissa says in the clip . In the meeks ' parody video , melissa raps , ` when our family and friends would take longer than the two months ' the clip was viewed over 1.7 million times on youtube .","Jesse and Melissa Meek revealed they 're expecting a child in a rap video they made set to theme from 'The Fresh Prince of Bel-Air . ' The clip , which features Jesse and Melissa Meek rapping as they drive in a car , has been viewed over 1.7 million times on YouTube . It took five takes to film the Happy Valley , Oregon , couple 's video .",0.5,1.0,0.16666666666666669,0.5833333333333334,0.12553178971827375,0.3744682102817263,0.8744682102817263,0.041134876948392934,0.45780154361505965
366,dm-test-14c813567696f4e63a39993c09d4edb454036179,M9,"An Oregon couple announced they are expecting a child in a rap video they made set to the theme from '90s television sitcom 'The Fresh Prince of Bel-Air . ' The clip , which features Jesse and Melissa Meek rapping as they drive in a car , has been viewed over 1.7 million times on YouTube . 'In Happy Valley , Oregon , livin ' it wed , bought our first house and started to build our homestead , ' Melissa says in the clip . Parents : Jesse and Melissa Meek announced they are expecting a child in a video set to the theme song from '90s television sitcom 'The Fresh Prince of Bel-Air ' The original song for the popular NBC sitcom , sung by star Will Smith , details how his character grew up in West Philadelphia , where he got into a neighborhood fight - and at his mother 's insistence , moved to his aunt and uncle 's home in their wealthy Los Angeles neighborhood . In the Meeks ' parody video , Melissa raps , 'When our family and friends , who were up to no good , started asking questions about parenthood . 'We told one little lie , said `` It 's not time yet . '' Parents said `` We 're ready for grandkids , get a move on it ! '' ' Jesse raps that the couple thought it would take longer than the two months the pair spent trying to conceive . Melissa says in the video ' I woke up in the morning about 7 or 8 and I thought to myself , `` Oh man , I 'm late ! '' Looked at the test and it was finally there . The little plus sign . We 're now three . Not a pair . ' At the end of the video , the Meeks smile and share a sonogram of their unborn child . It took five takes to film the clip , the couple told KPTV . After finding out the gender of the child , another video is a possibility for the Meeks , the couple told the Fox affiliate . Original : Will Smith is seen here rapping the theme for 'The Fresh Prince of Bel-Air ' during the show 's title sequence Big reveal : At the end of the clip , the Meeks share a sonogram of their unborn child According to KPTV , the video was made so loved ones living far away could know about the baby . Melissa told the Fox affliate of the video 's success 'It was completely unexpected . Like , that was the last thing we thought would happen , that it would blow up to what it had , or what it has . ' Jesse told the Oregonian 'It has been a lot of fun , but definitely way more than we ever expected . ' He is the great-great-grandson of Oregon pioneer Joseph Lafayette Meek , the newspaper reported . The Oregonian reported that Melissa earlier made a video which captured Jesse 's reaction when he found out about the pregnancy . Jesse learned the news after reading a tag Melissa placed on their dog , which indicated a baby was on the way . A Phoenixville , Pennsylvania , couple made a pregnancy announcement video using 'The Fresh Prince of Bel-Air ' theme song last year and recreated the show 's title sequence , People reported .","The clip has been viewed over 1.7 million times on youtube . The original song for the popular nbc sitcom , sung by star will smith . Jesse and melissa meek are expecting a child in a video set to the theme song from '90s television sitcom ` the fresh prince of bel-air ' ` in happy valley , oregon , livin ' it wed , melissa says . An oregon couple announced they are expecting a child in a rap video .","Jesse and Melissa Meek revealed they 're expecting a child in a rap video they made set to theme from 'The Fresh Prince of Bel-Air . ' The clip , which features Jesse and Melissa Meek rapping as they drive in a car , has been viewed over 1.7 million times on YouTube . It took five takes to film the Happy Valley , Oregon , couple 's video .",0.33333333333333337,1.0,0.8333333333333333,0.6666666666666666,0.10478320399882132,0.22855012933451205,0.8952167960011786,0.7285501293345119,0.5618834626678453
375,dm-test-155754e1f2bc83f6836af78703edd4d00f19f381,M11,"Last week she was barely showing – but Demelza Poldark is now the proud mother to the show ’ s latest addition . Within ten minutes of tomorrow night ’ s episode , fans will see Aidan Turner ’ s dashing Ross Poldark gaze lovingly at his new baby daughter . As Sunday night ’ s latest heartthrob , women across the country have voiced their longing to settle down with the brooding Cornish gentleman – but unfortunately it seems as if his heart is well and truly off the market . Scroll down for video Last week she was barely showing – but Demelza Poldark is now the proud mother to the show ’ s latest addition He may have married his red-headed kitchen maid out of duty , but as he tells her that she makes him a better man , audiences can have little doubt about his feelings . What is rather less convincing , however , is the timeline of the pregnancy . With the climax of the previous episode being the announcement of the pregnancy , it is quite a jump to the start of tomorrow ’ s instalment where Demelza , played by Eleanor Tomlinson , talks about being eight months pregnant . Just minutes after – once again without any nod to the passing of time – she is giving birth , with the last month of her pregnancy passing in less than the blink of an eye . With the climax of the previous episode being the announcement of the pregnancy , it is quite a jump to the start of tomorrow ’ s instalment where Demelza , played by Eleanor Tomlinson , talks about being eight months pregnant As Sunday night ’ s latest heartthrob , women across the country have voiced their longing to settle down with Poldark – but unfortunately it seems as if his heart is well and truly off the market Their fast relationship did n't go unnoticed by fans . One posted on Twitter : ‘ If you are pregnant in Poldark times expect to have it in the next 10 minutes ’ It is reminiscent of the show ’ s previous pregnancy that saw Elizabeth , another contender for Ross ’ s affection , go to full term in the gap between two episodes . This didn ’ t go unnoticed by fans , who posted on Twitter : ‘ Poldark is rather good , would watch the next one now . Though if you are pregnant in Poldark times expect to have it in the next 10 minutes . ’","Demelza poldark is now the oldest mother to the show 's new baby daughter . The episode will see aidan turner 's dashing ross gaze lovingly at his new baby . The new heartthrob , women across the country have voiced their love to settle down . She is giving birth to the last month of her pregnancy passing in less than the blink of an eye .",SPOILER ALERT : Maid gives birth to baby on Sunday 's episode . Only announced she was pregnant with Poldark 's baby last week .,0.41666666666666663,0.9166666666666667,0.8333333333333333,0.5833333333333334,0.10799007964396101,0.3086765870227056,0.8086765870227057,0.7253432536893722,0.47534325368937236
