,id,model,src,reference,candidate,litepyramid_recall,exp_bart_score_cnn_hypo_ref,delta
899,37,presumm_out_abs.txt,"A married couple who thought they would never be able to have children are celebrating after welcoming triplets - born three years apart thanks to ivf . Denise and glen higgs , from braunton , devon , had all but lost hope that they would ever be able to conceive after glen was made infertile due to cancer treatment . But using his frozen sperm , doctors successfully created eight embryos through ivf fertility treatment and the couple had a daughter mazy , born three years ago . Louise and glen higgs with daughter mazy , aged three and newborns carson alan ( left ) and carter joel ( right ) . The couple tried again using the same batch and denise gave birth to twins carter and carson last week . Former raf fireman glen said : ' medical staff have told us our three children are triplets as they are all from the batch of embryos that were created at the same time . ' It is crazy really - seeing as there are three-and-half years between them in age . ' Glen , 35 , had always wanted to have children and decided to store sperm shortly before his testicular cancer treatment at the age of 20 made him infertile . He met dee and , after living together for five years , tied the knot in 2011 before embarking on a course of ivf treatment . Carter joel higgs ( white top ) and carson alan higgs ( blue top ) who were born on march 24 2015 weighing 5lb 12oz and 5lb 5oz , with ivf triplet sister mazy linda higgs , aged three . Glen said : ' i had an unusual tumour growing within the testicle . After all my treatment , they tested my sperm and they were non-swimmers . ' I knew then that if i ever wanted to have children i would have to go through ivf . ' I had always wanted kids and first went through the process with dee in 2010 . We got funding for the first try and got lucky when mazy was born . ' Glen , now a manager at a filter-making factory , said : ' we then just had to wait and see if it attaches okay . We ended up having eight embryos . ' We put two in to attempt to have a child the first time and froze the other six . ' We were talking about getting rid of them - as we were paying a yearly storage fee - but decided to try again . We had to fund it ourselves this time and put two in again . ' Amazingly they both stuck and we have ended up with two more beautiful babies . ' I always wanted to have kids and am a big family man . The process we went through was hard but we could not have asked more from the final outcome . ' I am the happiest man ever . I have three healthy kids when i thought i would never have any . One we thought would be amazing - to have three is an unbelievable gift . ' What my wife and her body had to go through makes her the real hero to me . ' Glen , 35 , had always wanted to have children and decided to store sperm shortly before his testicular cancer treatment at the age of 20 made him infertile . He met dee and , after living together for five years , tied the knot in 2011 before embarking on a course of ivf treatment : carter joel higgs ( white top ) and carson alan higgs ( blue top ) . The ivf procedure involved doctors effectively ' hoovering ' the eggs from of dee 's body and injecting them with the frozen sperm . Care assistant denise , 27 , said : ' when i heard i was having twins i cried and my husband just went white . To now have triplets is simply amazing . In the uk , one in every three thousand births is to triplets . Approximately 15 per cent of ' multiples ' are born thanks to ivf . Source : twinsuk . ' We were so happy though . It has been a huge change in our lives but we have just learnt to adapt . ' Going through ivf is one of the hardest things you ever have to go through as a woman . ' The whole process is horrendous , but as we have proved it does actually work . ' There are so many injections and medication and it can be very undignified at times . I did get very emotional at times but i have no regrets at all about doing it . ' I could not be happier with what we have been left with . ' The couple have now disposed of the remaining embryos and have no plans to have any more children .","Denise and Glen Higgs thought they 'd never have children . He was made infertile due to cancer treatment , but they tried IVF . Couple from of Braunton , Devon , had Mazy , born three years ago . Tried again using the same batch and had twins Carter & Carson last week .","Denise and glen higgs , from braunton , devon , had all but lost hope they would ever be able to conceive . But using his frozen sperm , doctors created eight embryos through ivf fertility treatment and the couple had a daughter mazy , born three years ago . Denise gave birth to twins carter and carson last week .",0.7272727272727273,0.1860343958346375,0.5412383314380897
901,37,t5_out_base.txt,"A married couple who thought they would never be able to have children are celebrating after welcoming triplets - born three years apart thanks to ivf . Denise and glen higgs , from braunton , devon , had all but lost hope that they would ever be able to conceive after glen was made infertile due to cancer treatment . But using his frozen sperm , doctors successfully created eight embryos through ivf fertility treatment and the couple had a daughter mazy , born three years ago . Louise and glen higgs with daughter mazy , aged three and newborns carson alan ( left ) and carter joel ( right ) . The couple tried again using the same batch and denise gave birth to twins carter and carson last week . Former raf fireman glen said : ' medical staff have told us our three children are triplets as they are all from the batch of embryos that were created at the same time . ' It is crazy really - seeing as there are three-and-half years between them in age . ' Glen , 35 , had always wanted to have children and decided to store sperm shortly before his testicular cancer treatment at the age of 20 made him infertile . He met dee and , after living together for five years , tied the knot in 2011 before embarking on a course of ivf treatment . Carter joel higgs ( white top ) and carson alan higgs ( blue top ) who were born on march 24 2015 weighing 5lb 12oz and 5lb 5oz , with ivf triplet sister mazy linda higgs , aged three . Glen said : ' i had an unusual tumour growing within the testicle . After all my treatment , they tested my sperm and they were non-swimmers . ' I knew then that if i ever wanted to have children i would have to go through ivf . ' I had always wanted kids and first went through the process with dee in 2010 . We got funding for the first try and got lucky when mazy was born . ' Glen , now a manager at a filter-making factory , said : ' we then just had to wait and see if it attaches okay . We ended up having eight embryos . ' We put two in to attempt to have a child the first time and froze the other six . ' We were talking about getting rid of them - as we were paying a yearly storage fee - but decided to try again . We had to fund it ourselves this time and put two in again . ' Amazingly they both stuck and we have ended up with two more beautiful babies . ' I always wanted to have kids and am a big family man . The process we went through was hard but we could not have asked more from the final outcome . ' I am the happiest man ever . I have three healthy kids when i thought i would never have any . One we thought would be amazing - to have three is an unbelievable gift . ' What my wife and her body had to go through makes her the real hero to me . ' Glen , 35 , had always wanted to have children and decided to store sperm shortly before his testicular cancer treatment at the age of 20 made him infertile . He met dee and , after living together for five years , tied the knot in 2011 before embarking on a course of ivf treatment : carter joel higgs ( white top ) and carson alan higgs ( blue top ) . The ivf procedure involved doctors effectively ' hoovering ' the eggs from of dee 's body and injecting them with the frozen sperm . Care assistant denise , 27 , said : ' when i heard i was having twins i cried and my husband just went white . To now have triplets is simply amazing . In the uk , one in every three thousand births is to triplets . Approximately 15 per cent of ' multiples ' are born thanks to ivf . Source : twinsuk . ' We were so happy though . It has been a huge change in our lives but we have just learnt to adapt . ' Going through ivf is one of the hardest things you ever have to go through as a woman . ' The whole process is horrendous , but as we have proved it does actually work . ' There are so many injections and medication and it can be very undignified at times . I did get very emotional at times but i have no regrets at all about doing it . ' I could not be happier with what we have been left with . ' The couple have now disposed of the remaining embryos and have no plans to have any more children .","Denise and Glen Higgs thought they 'd never have children . He was made infertile due to cancer treatment , but they tried IVF . Couple from of Braunton , Devon , had Mazy , born three years ago . Tried again using the same batch and had twins Carter & Carson last week .","Denise and glen higgs , from braunton , devon , had all but lost hope . Glen was made infertile due to cancer treatment at the age of 20 . But using frozen sperm , doctors created eight embryos through ivf . The couple had a daughter mazy , born three years ago . Denise gave birth to twins carter and carson last week .",0.909090909090909,0.272903580470994,0.6361873286199149
905,37,heter_graph_out.txt,"A married couple who thought they would never be able to have children are celebrating after welcoming triplets - born three years apart thanks to ivf . Denise and glen higgs , from braunton , devon , had all but lost hope that they would ever be able to conceive after glen was made infertile due to cancer treatment . But using his frozen sperm , doctors successfully created eight embryos through ivf fertility treatment and the couple had a daughter mazy , born three years ago . Louise and glen higgs with daughter mazy , aged three and newborns carson alan ( left ) and carter joel ( right ) . The couple tried again using the same batch and denise gave birth to twins carter and carson last week . Former raf fireman glen said : ' medical staff have told us our three children are triplets as they are all from the batch of embryos that were created at the same time . ' It is crazy really - seeing as there are three-and-half years between them in age . ' Glen , 35 , had always wanted to have children and decided to store sperm shortly before his testicular cancer treatment at the age of 20 made him infertile . He met dee and , after living together for five years , tied the knot in 2011 before embarking on a course of ivf treatment . Carter joel higgs ( white top ) and carson alan higgs ( blue top ) who were born on march 24 2015 weighing 5lb 12oz and 5lb 5oz , with ivf triplet sister mazy linda higgs , aged three . Glen said : ' i had an unusual tumour growing within the testicle . After all my treatment , they tested my sperm and they were non-swimmers . ' I knew then that if i ever wanted to have children i would have to go through ivf . ' I had always wanted kids and first went through the process with dee in 2010 . We got funding for the first try and got lucky when mazy was born . ' Glen , now a manager at a filter-making factory , said : ' we then just had to wait and see if it attaches okay . We ended up having eight embryos . ' We put two in to attempt to have a child the first time and froze the other six . ' We were talking about getting rid of them - as we were paying a yearly storage fee - but decided to try again . We had to fund it ourselves this time and put two in again . ' Amazingly they both stuck and we have ended up with two more beautiful babies . ' I always wanted to have kids and am a big family man . The process we went through was hard but we could not have asked more from the final outcome . ' I am the happiest man ever . I have three healthy kids when i thought i would never have any . One we thought would be amazing - to have three is an unbelievable gift . ' What my wife and her body had to go through makes her the real hero to me . ' Glen , 35 , had always wanted to have children and decided to store sperm shortly before his testicular cancer treatment at the age of 20 made him infertile . He met dee and , after living together for five years , tied the knot in 2011 before embarking on a course of ivf treatment : carter joel higgs ( white top ) and carson alan higgs ( blue top ) . The ivf procedure involved doctors effectively ' hoovering ' the eggs from of dee 's body and injecting them with the frozen sperm . Care assistant denise , 27 , said : ' when i heard i was having twins i cried and my husband just went white . To now have triplets is simply amazing . In the uk , one in every three thousand births is to triplets . Approximately 15 per cent of ' multiples ' are born thanks to ivf . Source : twinsuk . ' We were so happy though . It has been a huge change in our lives but we have just learnt to adapt . ' Going through ivf is one of the hardest things you ever have to go through as a woman . ' The whole process is horrendous , but as we have proved it does actually work . ' There are so many injections and medication and it can be very undignified at times . I did get very emotional at times but i have no regrets at all about doing it . ' I could not be happier with what we have been left with . ' The couple have now disposed of the remaining embryos and have no plans to have any more children .","Denise and Glen Higgs thought they 'd never have children . He was made infertile due to cancer treatment , but they tried IVF . Couple from of Braunton , Devon , had Mazy , born three years ago . Tried again using the same batch and had twins Carter & Carson last week .","But using his frozen sperm , doctors successfully created eight embryos through ivf fertility treatment and the couple had a daughter mazy , born three years ago . Denise and glen higgs , from braunton , devon , had all but lost hope that they would ever be able to conceive after glen was made infertile due to cancer treatment . The couple tried again using the same batch and denise gave birth to twins carter and carson last week .",1.0,0.3906580567946133,0.6093419432053867
907,37,banditsumm_out.txt,"A married couple who thought they would never be able to have children are celebrating after welcoming triplets - born three years apart thanks to ivf . Denise and glen higgs , from braunton , devon , had all but lost hope that they would ever be able to conceive after glen was made infertile due to cancer treatment . But using his frozen sperm , doctors successfully created eight embryos through ivf fertility treatment and the couple had a daughter mazy , born three years ago . Louise and glen higgs with daughter mazy , aged three and newborns carson alan ( left ) and carter joel ( right ) . The couple tried again using the same batch and denise gave birth to twins carter and carson last week . Former raf fireman glen said : ' medical staff have told us our three children are triplets as they are all from the batch of embryos that were created at the same time . ' It is crazy really - seeing as there are three-and-half years between them in age . ' Glen , 35 , had always wanted to have children and decided to store sperm shortly before his testicular cancer treatment at the age of 20 made him infertile . He met dee and , after living together for five years , tied the knot in 2011 before embarking on a course of ivf treatment . Carter joel higgs ( white top ) and carson alan higgs ( blue top ) who were born on march 24 2015 weighing 5lb 12oz and 5lb 5oz , with ivf triplet sister mazy linda higgs , aged three . Glen said : ' i had an unusual tumour growing within the testicle . After all my treatment , they tested my sperm and they were non-swimmers . ' I knew then that if i ever wanted to have children i would have to go through ivf . ' I had always wanted kids and first went through the process with dee in 2010 . We got funding for the first try and got lucky when mazy was born . ' Glen , now a manager at a filter-making factory , said : ' we then just had to wait and see if it attaches okay . We ended up having eight embryos . ' We put two in to attempt to have a child the first time and froze the other six . ' We were talking about getting rid of them - as we were paying a yearly storage fee - but decided to try again . We had to fund it ourselves this time and put two in again . ' Amazingly they both stuck and we have ended up with two more beautiful babies . ' I always wanted to have kids and am a big family man . The process we went through was hard but we could not have asked more from the final outcome . ' I am the happiest man ever . I have three healthy kids when i thought i would never have any . One we thought would be amazing - to have three is an unbelievable gift . ' What my wife and her body had to go through makes her the real hero to me . ' Glen , 35 , had always wanted to have children and decided to store sperm shortly before his testicular cancer treatment at the age of 20 made him infertile . He met dee and , after living together for five years , tied the knot in 2011 before embarking on a course of ivf treatment : carter joel higgs ( white top ) and carson alan higgs ( blue top ) . The ivf procedure involved doctors effectively ' hoovering ' the eggs from of dee 's body and injecting them with the frozen sperm . Care assistant denise , 27 , said : ' when i heard i was having twins i cried and my husband just went white . To now have triplets is simply amazing . In the uk , one in every three thousand births is to triplets . Approximately 15 per cent of ' multiples ' are born thanks to ivf . Source : twinsuk . ' We were so happy though . It has been a huge change in our lives but we have just learnt to adapt . ' Going through ivf is one of the hardest things you ever have to go through as a woman . ' The whole process is horrendous , but as we have proved it does actually work . ' There are so many injections and medication and it can be very undignified at times . I did get very emotional at times but i have no regrets at all about doing it . ' I could not be happier with what we have been left with . ' The couple have now disposed of the remaining embryos and have no plans to have any more children .","Denise and Glen Higgs thought they 'd never have children . He was made infertile due to cancer treatment , but they tried IVF . Couple from of Braunton , Devon , had Mazy , born three years ago . Tried again using the same batch and had twins Carter & Carson last week .","Denise and glen higgs , from braunton , devon , had all but lost hope that they would ever be able to conceive after glen was made infertile due to cancer treatment . But using his frozen sperm , doctors successfully created eight embryos through ivf fertility treatment and the couple had a daughter mazy , born three years ago . The couple tried again using the same batch and denise gave birth to twins carter and carson last week .",1.0,0.37669806831676506,0.6233019316832349
909,37,bottom_up_out.txt,"A married couple who thought they would never be able to have children are celebrating after welcoming triplets - born three years apart thanks to ivf . Denise and glen higgs , from braunton , devon , had all but lost hope that they would ever be able to conceive after glen was made infertile due to cancer treatment . But using his frozen sperm , doctors successfully created eight embryos through ivf fertility treatment and the couple had a daughter mazy , born three years ago . Louise and glen higgs with daughter mazy , aged three and newborns carson alan ( left ) and carter joel ( right ) . The couple tried again using the same batch and denise gave birth to twins carter and carson last week . Former raf fireman glen said : ' medical staff have told us our three children are triplets as they are all from the batch of embryos that were created at the same time . ' It is crazy really - seeing as there are three-and-half years between them in age . ' Glen , 35 , had always wanted to have children and decided to store sperm shortly before his testicular cancer treatment at the age of 20 made him infertile . He met dee and , after living together for five years , tied the knot in 2011 before embarking on a course of ivf treatment . Carter joel higgs ( white top ) and carson alan higgs ( blue top ) who were born on march 24 2015 weighing 5lb 12oz and 5lb 5oz , with ivf triplet sister mazy linda higgs , aged three . Glen said : ' i had an unusual tumour growing within the testicle . After all my treatment , they tested my sperm and they were non-swimmers . ' I knew then that if i ever wanted to have children i would have to go through ivf . ' I had always wanted kids and first went through the process with dee in 2010 . We got funding for the first try and got lucky when mazy was born . ' Glen , now a manager at a filter-making factory , said : ' we then just had to wait and see if it attaches okay . We ended up having eight embryos . ' We put two in to attempt to have a child the first time and froze the other six . ' We were talking about getting rid of them - as we were paying a yearly storage fee - but decided to try again . We had to fund it ourselves this time and put two in again . ' Amazingly they both stuck and we have ended up with two more beautiful babies . ' I always wanted to have kids and am a big family man . The process we went through was hard but we could not have asked more from the final outcome . ' I am the happiest man ever . I have three healthy kids when i thought i would never have any . One we thought would be amazing - to have three is an unbelievable gift . ' What my wife and her body had to go through makes her the real hero to me . ' Glen , 35 , had always wanted to have children and decided to store sperm shortly before his testicular cancer treatment at the age of 20 made him infertile . He met dee and , after living together for five years , tied the knot in 2011 before embarking on a course of ivf treatment : carter joel higgs ( white top ) and carson alan higgs ( blue top ) . The ivf procedure involved doctors effectively ' hoovering ' the eggs from of dee 's body and injecting them with the frozen sperm . Care assistant denise , 27 , said : ' when i heard i was having twins i cried and my husband just went white . To now have triplets is simply amazing . In the uk , one in every three thousand births is to triplets . Approximately 15 per cent of ' multiples ' are born thanks to ivf . Source : twinsuk . ' We were so happy though . It has been a huge change in our lives but we have just learnt to adapt . ' Going through ivf is one of the hardest things you ever have to go through as a woman . ' The whole process is horrendous , but as we have proved it does actually work . ' There are so many injections and medication and it can be very undignified at times . I did get very emotional at times but i have no regrets at all about doing it . ' I could not be happier with what we have been left with . ' The couple have now disposed of the remaining embryos and have no plans to have any more children .","Denise and Glen Higgs thought they 'd never have children . He was made infertile due to cancer treatment , but they tried IVF . Couple from of Braunton , Devon , had Mazy , born three years ago . Tried again using the same batch and had twins Carter & Carson last week .","Denise and glen higgs , from devon , had all but lost hope they would ever be able to conceive after glen was made infertile due to cancer treatment . But using his frozen sperm , doctors successfully created eight embryos through ivf fertility treatment . The couple tried again using the same batch and denise gave birth to twins carter and carson last week .",0.7272727272727273,0.19356295550398706,0.5337097717687402
910,37,matchsumm_out.txt,"A married couple who thought they would never be able to have children are celebrating after welcoming triplets - born three years apart thanks to ivf . Denise and glen higgs , from braunton , devon , had all but lost hope that they would ever be able to conceive after glen was made infertile due to cancer treatment . But using his frozen sperm , doctors successfully created eight embryos through ivf fertility treatment and the couple had a daughter mazy , born three years ago . Louise and glen higgs with daughter mazy , aged three and newborns carson alan ( left ) and carter joel ( right ) . The couple tried again using the same batch and denise gave birth to twins carter and carson last week . Former raf fireman glen said : ' medical staff have told us our three children are triplets as they are all from the batch of embryos that were created at the same time . ' It is crazy really - seeing as there are three-and-half years between them in age . ' Glen , 35 , had always wanted to have children and decided to store sperm shortly before his testicular cancer treatment at the age of 20 made him infertile . He met dee and , after living together for five years , tied the knot in 2011 before embarking on a course of ivf treatment . Carter joel higgs ( white top ) and carson alan higgs ( blue top ) who were born on march 24 2015 weighing 5lb 12oz and 5lb 5oz , with ivf triplet sister mazy linda higgs , aged three . Glen said : ' i had an unusual tumour growing within the testicle . After all my treatment , they tested my sperm and they were non-swimmers . ' I knew then that if i ever wanted to have children i would have to go through ivf . ' I had always wanted kids and first went through the process with dee in 2010 . We got funding for the first try and got lucky when mazy was born . ' Glen , now a manager at a filter-making factory , said : ' we then just had to wait and see if it attaches okay . We ended up having eight embryos . ' We put two in to attempt to have a child the first time and froze the other six . ' We were talking about getting rid of them - as we were paying a yearly storage fee - but decided to try again . We had to fund it ourselves this time and put two in again . ' Amazingly they both stuck and we have ended up with two more beautiful babies . ' I always wanted to have kids and am a big family man . The process we went through was hard but we could not have asked more from the final outcome . ' I am the happiest man ever . I have three healthy kids when i thought i would never have any . One we thought would be amazing - to have three is an unbelievable gift . ' What my wife and her body had to go through makes her the real hero to me . ' Glen , 35 , had always wanted to have children and decided to store sperm shortly before his testicular cancer treatment at the age of 20 made him infertile . He met dee and , after living together for five years , tied the knot in 2011 before embarking on a course of ivf treatment : carter joel higgs ( white top ) and carson alan higgs ( blue top ) . The ivf procedure involved doctors effectively ' hoovering ' the eggs from of dee 's body and injecting them with the frozen sperm . Care assistant denise , 27 , said : ' when i heard i was having twins i cried and my husband just went white . To now have triplets is simply amazing . In the uk , one in every three thousand births is to triplets . Approximately 15 per cent of ' multiples ' are born thanks to ivf . Source : twinsuk . ' We were so happy though . It has been a huge change in our lives but we have just learnt to adapt . ' Going through ivf is one of the hardest things you ever have to go through as a woman . ' The whole process is horrendous , but as we have proved it does actually work . ' There are so many injections and medication and it can be very undignified at times . I did get very emotional at times but i have no regrets at all about doing it . ' I could not be happier with what we have been left with . ' The couple have now disposed of the remaining embryos and have no plans to have any more children .","Denise and Glen Higgs thought they 'd never have children . He was made infertile due to cancer treatment , but they tried IVF . Couple from of Braunton , Devon , had Mazy , born three years ago . Tried again using the same batch and had twins Carter & Carson last week .","Denise and glen higgs , from braunton , devon , had all but lost hope that they would ever be able to conceive after glen was made infertile due to cancer treatment . But using his frozen sperm , doctors successfully created eight embryos through ivf fertility treatment and the couple had a daughter mazy , born three years ago . The couple tried again using the same batch and denise gave birth to twins carter and carson last week .",1.0,0.376698116585673,0.623301883414327
927,38,bart_out.txt,"The owners of this house better not leave too quickly , after a speed camera was angled directly on their front door . The bright yellow gatso had previously enforced the 30mph speed limit for motorists along the residential road in handsworth , birmingham . However , it has not been working for two years after every single fixed device was switched off in the west midlands . Big brother is watching : a speed camera has been turned round and is pointing at this house in birmingham , west midlands . The speed camera has not been working for more than two years . Around 300 speed and traffic camera , using old technology , were turned off across the region in march 2013 . In there place , speed enforcement operations have been carried out by a small number of mobile camera units , fixed cameras on motorways and traffic officers on patrol . Mystery surrounds who had re-pointed the camera , but a spokesman for birmingham city council said they were aware of it . One of their engineers will now be visiting the site and the camera could be removed completely . ' Fixed location safety cameras have been decommissioned across the west midlands since 2013 as the technology inside them had become obsolete , ' the spokesman said . ' Plans for a pilot at a limited number of sites , using digital technology , is currently in development . ' Now the issue with this camera in wellington road has been brought to our attention , we will take any appropriate action at the site . ' The spokesman confirmed that there were no plans to include the camera in wellington road in the new pilot . The owners of the house were not available for comment .","Speed camera discovered pointing at house in Handsworth , Birmingham . Fixed cameras switched off across the West Midlands in Spring of 2013 . Site is not going to be part of a new trial using digital technology . Obsolete camera may now be taken down after engineers examine device .","Bright yellow gatso had previously enforced the 30 mph speed limit in Handsworth , Birmingham . But it has not been working for two years after every single fixed device was switched off . Around 300 speed and traffic camera , using old technology , were turned off across the region in March 2013 . Mystery surrounds who re - pointed the camera , but Birmingham City Council said they were aware of it .",0.5555555555555556,0.05380683124347,0.5017487243120856
932,38,matchsumm_out.txt,"The owners of this house better not leave too quickly , after a speed camera was angled directly on their front door . The bright yellow gatso had previously enforced the 30mph speed limit for motorists along the residential road in handsworth , birmingham . However , it has not been working for two years after every single fixed device was switched off in the west midlands . Big brother is watching : a speed camera has been turned round and is pointing at this house in birmingham , west midlands . The speed camera has not been working for more than two years . Around 300 speed and traffic camera , using old technology , were turned off across the region in march 2013 . In there place , speed enforcement operations have been carried out by a small number of mobile camera units , fixed cameras on motorways and traffic officers on patrol . Mystery surrounds who had re-pointed the camera , but a spokesman for birmingham city council said they were aware of it . One of their engineers will now be visiting the site and the camera could be removed completely . ' Fixed location safety cameras have been decommissioned across the west midlands since 2013 as the technology inside them had become obsolete , ' the spokesman said . ' Plans for a pilot at a limited number of sites , using digital technology , is currently in development . ' Now the issue with this camera in wellington road has been brought to our attention , we will take any appropriate action at the site . ' The spokesman confirmed that there were no plans to include the camera in wellington road in the new pilot . The owners of the house were not available for comment .","Speed camera discovered pointing at house in Handsworth , Birmingham . Fixed cameras switched off across the West Midlands in Spring of 2013 . Site is not going to be part of a new trial using digital technology . Obsolete camera may now be taken down after engineers examine device .","The bright yellow gatso had previously enforced the 30 mph speed limit for motorists along the residential road in handsworth , birmingham . However , it has not been working for two years after every single fixed device was switched off in the west midlands . Around 300 speed and traffic camera , using old technology , were turned off across the region in march 2013 .",0.6666666666666666,0.05577767217503648,0.6108889944916301
957,39,semsim_out.txt,"Drank himself to death : charles terreni jr had a blood alcohol level of .375 when he died . An 18-year-old university of carolina freshman who was found dead after a st patrick 's day party died of alcohol poisoning in a ' tragic and totally preventable death ' , a coroner has ruled . Charles terreni jr was four times over the legal alcohol limit when he died , an autopsy has found . He was found at the pi kappa alpha house in columbia , not far from campus , around 10:30am on march 18 , the morning after an alleged ' kegger ' at the house for the annual irish holiday . Terreni 's official blood alcohol reading was .375 , according to wistv . He is the son of columbia attorney charles terreni , a former staff member for then-lt. gov . Bob peeler , a former state public service commissioner and a man involved in legislative redistricting . The death is still under investigation . Circumstances leading up to his death are not clear , but the house was draped in st patrick 's decorations and a beer keg could be seen outside . Neither the fraternity nor the university has explained the situation in detail . However , usc suspended the fraternity in the wake of the death . Neighbors said the house threw a party the night before , and noted the leftover keg wednesday morning . ' I would say there are three houses there , and i do n't know who exactly lives in them , but there 's always a frequency of parties going on , ' neighbor mehrdad vejdani told fox carolina . ' At times , there can be a hundred people in that place . Live band in the backyard , which is fine . I mean , some noise , but it does n't bother us too much . ' Scroll down for video . Suspended : the pi kappa alpha house at the university of south carolina has been suspended , after a brother was found dead in a house wednesday morning . Rager ? Neighbors said the house had a party the night before , on st patrick 's day . On wednesday , several stray cups and a keg were seen on the porch , as well as clover decorations . The columbia police department and richland county coroner 's office have both labeled the death ' suspicious ' . Responding the terreni 's death , the fraternity 's national office released a statement saying the usc chapter had been placed on leave pending the investigation . It said : ' the fraternity ’ s thoughts and prayers are with the family of this young man and the brothers of xi chapter ' . A spokesman for usc added : ' there are a lot of rumors out there about the circumstances surrounding the death but at this point the matter remains under investigation . ' ' while we await further information we are focused on helping our community grieve and heal . ' This is the second incident at the fraternity in a week . Last friday , the university of connecticut chapter lost recognition for hazing members , providing alcohol to underage students and harassing women . Pi kappa alpha was founded in 1868 at the university of virginia and has now grown to include some 220 groups across the u.s. and canada . The house has been plagued by controversy before . In november 2012 , a 19-year-old student at northern illinois university died after a night of heavy drinking . Five frat members were charged with felonies for hazing and the chapter was suspended indefinitely . That same year , the university of tennessee , knoxville chapter was suspended indefinitely when a 20-year-old member was hospitalized for reportedly ingesting wine through his anus .","Charles Terreni , 18 , was found dead March 18 at a frat house in Columbia . Terreni was a USC freshman and a member of the Pi Kappa Alpha house . Coroner identified cause of death as alcohol poisoning . Toxicology tests showed he had a blood alcohol of .375 . Neighbors said there was a large party ; a beer keg was still visible outside .","Charles Terreni Jr was four times over the legal alcohol limit when he died . He was found dead at the Pi Kappa Alpha house in Columbia , South Carolina , on March 18 . Coroner ruled he died of alcohol poisoning , calling it a ' tragic and totally preventable death ' . Neighbors said the house threw a party the night before , and a keg was seen on the porch . The death is still under investigation .",0.7692307692307693,0.2572361761298172,0.5119945931009521
964,40,banditsumm_out.txt,"Saudi prince alwaleed bin talal has pledged to give 100 bentleys to saudi pilots who took part in air strikes against rebels advancing in yemen . A saudi prince has promised to give a free bentley to every pilot involved in the yemen air strikes , as bombing raids in the country appeared to resume despite a pledge that they would stop . Saudi arabian forces launched air strikes on yemen a month ago to stop advances from the shiite houthi rebels , who are allied with iran and previously overthrew the saudi-backed government . Prince alwaleed bin talal , the saudi king abdullah 's nephew , has reportedly promised to give each of the 100 fighter pilots involved in the month long raids in riyadh , the saudi arabian capital , a free bentley . Prince talal , who owns $ 300 million stake in twitter , apparently made the pledge on social media but the post has since been deleted , the international business times reported . He wrote : ' to recognise the one hundred participating saudi pilots i am pleased to present them with 100 bentley cars , ' on tuesday the saudis said the bombing raids , which have killed at least 944 people and wounded around 3,480 , had been successful and they were to focus on finding a political solution instead . But the raids appeared to have resumed by wednesday , with fighting taking place in taez . Dozens more people are said to have been wounded or killed . Bin talal , 60 , is the grandson of saudi arabia 's founder ibn saud and one of the richest men ion the world . He has an estimated fortune of $ 23 billion and investments in london 's savoy hotel , apple , citigroup and news corp . He has previously gifted 25 bentleys to members of a saudi football team and in 2013 threatened to boycott forbes magazine for underestimating his wealth and saying he was only in 26th place in a list of the world 's richest . Almost 1,000 people are thought to have been killed during four weeks of air strikes by saudi arabian forces . The prince , who is a billionaire , has pledged to give each of the pilots involved in the air strikes a bentley . His comments were met with criticism on twitter , as well as supporters of those in yemen who have been killed in the month long airstrikes . Saudi forces began its military campaign , called operation decisive storm , on march 26 . They were launched to stop the advancement of shiite houthi rebels who had previously overthrown the saudi-backed government and ousted president abed rabbo mansour hadi . Saudi arabian forces pledged that air strikes which destroyed areas of sanaa would stop on tuesday , but they appeared to resume again on wednesday following advances by rebels on the ground in yemen . After four weeks hadi had still not be reinstated and the rebels still retain control of the capital sanai . The saudis announced yesterday an end to the ' successful ' operation decisive storm and that they would be moving to a new operation , dubbed ' restoring hope . ' This is to focus on security and counter terrorism and was said to involve a downscaling of military activity . However the saudi-led coalition had warned it stood ready to counter against any advance by the rebels - and appeared to take action today as fighting resumed in the second city of aden as well as taez . In taez , the rebels took advantage of the lull in air strikes to overrun the headquarters of the 35th armoured brigade , loyal to hadi , an army officer said . The conflict has created severe shortages of food and other supplies by closing sea and airports .","Air strikes were launched by Saudi forces a month ago against rebels . Saudi forces have focused on beating back Shiite Houthi rebels in Yemen . Prince Alwaleed Bin Talal pledged Bentleys for pilots involved in bombings . He made pledge on Wednesday after bombing raids appeared to resume , despite an official announcement that they would be halted last night .","Saudi prince alwaleed bin talal has pledged to give 100 bentleys to saudi pilots who took part in air strikes against rebels advancing in yemen . A saudi prince has promised to give a free bentley to every pilot involved in the yemen air strikes , as bombing raids in the country appeared to resume despite a pledge that they would stop . Saudi arabian forces launched air strikes on yemen a month ago to stop advances from the shiite houthi rebels , who are allied with iran and previously overthrew the saudi-backed government .",0.75,0.21521227761726136,0.5347877223827386
